comment,case_folding,cleansing,normalized_reviews,tokenizing,stopwords_removed
47:02 Jawabannya adalah karena Pemerintah kita KOLOT + MALAS!. Udah itu aja.,47:02 jawabannya adalah karena pemerintah kita kolot + malas!. udah itu aja.,jawabannya adalah karena pemerintah kita kolot malas udah itu aja,jawabannya adalah karena pemerintah kita kolot malas sudah itu saja,"['jawabannya', 'adalah', 'karena', 'pemerintah', 'kita', 'kolot', 'malas', 'sudah', 'itu', 'saja']","['jawabannya', 'pemerintah', 'kolot', 'malas']"
Wa mode itu ada juga yg status sudah selesai atau hapus tetap bisa lihat,wa mode itu ada juga yg status sudah selesai atau hapus tetap bisa lihat,wa mode itu ada juga yg status sudah selesai atau hapus tetap bisa lihat,wa mode itu ada juga yang status sudah selesai atau hapus tetap bisa lihat,"['wa', 'mode', 'itu', 'ada', 'juga', 'yang', 'status', 'sudah', 'selesai', 'atau', 'hapus', 'tetap', 'bisa', 'lihat']","['wa', 'mode', 'status', 'selesai', 'hapus', 'lihat']"
wkwkwk CTF memang jadi ajang tontonan swasta,wkwkwk ctf memang jadi ajang tontonan swasta,wkwkwk ctf memang jadi ajang tontonan swasta,wkwkwk ctf memang jadi ajang tontonan swasta,"['wkwkwk', 'ctf', 'memang', 'jadi', 'ajang', 'tontonan', 'swasta']","['wkwkwk', 'ctf', 'ajang', 'tontonan', 'swasta']"
Mas teguh aprianto😅 kenapa di sensor?,mas teguh aprianto😅 kenapa di sensor?,mas teguh aprianto kenapa di sensor,mas teguh aprianto kenapa di sensor,"['mas', 'teguh', 'aprianto', 'kenapa', 'di', 'sensor']","['mas', 'teguh', 'aprianto', 'sensor']"
48:09 anjengg nahan tawanya ngeledek banget hahahah,48:09 anjengg nahan tawanya ngeledek banget hahahah,anjengg nahan tawanya ngeledek banget hahahah,anjengg menahan tawanya ngeledek banget hahahah,"['anjengg', 'menahan', 'tawanya', 'ngeledek', 'banget', 'hahahah']","['anjengg', 'menahan', 'tawanya', 'ngeledek', 'banget', 'hahahah']"
"Besok2 sapa lagi ya yg ditangkep asal gini? Tukang bakso, kuli, bapak2 mancing di sungai, tukang mie ayam, penjual cireng atau apa lagi ya?😂😂","besok2 sapa lagi ya yg ditangkep asal gini? tukang bakso, kuli, bapak2 mancing di sungai, tukang mie ayam, penjual cireng atau apa lagi ya?😂😂",besok sapa lagi ya yg ditangkep asal gini tukang bakso kuli bapak mancing di sungai tukang mie ayam penjual cireng atau apa lagi ya,besok sapa lagi ya yang ditangkep asal begini tukang bakso kuli bapak mancing di sungai tukang mie ayam penjual cireng atau apa lagi ya,"['besok', 'sapa', 'lagi', 'ya', 'yang', 'ditangkep', 'asal', 'begini', 'tukang', 'bakso', 'kuli', 'bapak', 'mancing', 'di', 'sungai', 'tukang', 'mie', 'ayam', 'penjual', 'cireng', 'atau', 'apa', 'lagi', 'ya']","['besok', 'sapa', 'ya', 'ditangkep', 'tukang', 'bakso', 'kuli', 'mancing', 'sungai', 'tukang', 'mie', 'ayam', 'penjual', 'cireng', 'ya']"
gada yang bahas korban yang di tangkap nih?,gada yang bahas korban yang di tangkap nih?,gada yang bahas korban yang di tangkap nih,enggak ada yang bahas korban yang di tangkap nih,"['enggak', 'ada', 'yang', 'bahas', 'korban', 'yang', 'di', 'tangkap', 'nih']","['bahas', 'korban', 'tangkap', 'nih']"
"Tangkap fufufafa aja, gampang kan","tangkap fufufafa aja, gampang kan",tangkap fufufafa aja gampang kan,tangkap fufufafa saja mudah kan,"['tangkap', 'fufufafa', 'saja', 'mudah', 'kan']","['tangkap', 'fufufafa', 'mudah']"
"Ayo om undang KDM sama dedi mizwar buat ke podhub bahas kasus ini om, gw mau liat reaksi bang vidi pasti lucu banget 😂","ayo om undang kdm sama dedi mizwar buat ke podhub bahas kasus ini om, gw mau liat reaksi bang vidi pasti lucu banget 😂",ayo om undang kdm sama dedi mizwar buat ke podhub bahas kasus ini om gw mau liat reaksi bang vidi pasti lucu banget,ayo om undang kdm sama dedi mizwar buat ke podhub bahas kasus ini om gue mau lihat reaksi bang vidi pasti lucu banget,"['ayo', 'om', 'undang', 'kdm', 'sama', 'dedi', 'mizwar', 'buat', 'ke', 'podhub', 'bahas', 'kasus', 'ini', 'om', 'gue', 'mau', 'lihat', 'reaksi', 'bang', 'vidi', 'pasti', 'lucu', 'banget']","['ayo', 'om', 'undang', 'kdm', 'dedi', 'mizwar', 'podhub', 'bahas', 'om', 'gue', 'lihat', 'reaksi', 'bang', 'vidi', 'lucu', 'banget']"
Bjrorka pasti nonton video ini😂,bjrorka pasti nonton video ini😂,bjrorka pasti nonton video ini,bjrorka pasti menonton video ini,"['bjrorka', 'pasti', 'menonton', 'video', 'ini']","['bjrorka', 'menonton', 'video']"
"Hacker =  baik
Cracker = jahat

🤔gimana yah cara jelasinnya....hhhhmm ahh aduuhh yaaa gitu deh intinya","hacker =  baik
cracker = jahat

🤔gimana yah cara jelasinnya....hhhhmm ahh aduuhh yaaa gitu deh intinya",hacker baik cracker jahat gimana yah cara jelasinnyahhhhmm ahh aduuhh yaaa gitu deh intinya,hacker baik cracker jahat bagaimana ya cara jelasinnyahhhhmm ah aduh ya begitu deh intinya,"['hacker', 'baik', 'cracker', 'jahat', 'bagaimana', 'ya', 'cara', 'jelasinnyahhhhmm', 'ah', 'aduh', 'ya', 'begitu', 'deh', 'intinya']","['hacker', 'cracker', 'jahat', 'ya', 'jelasinnyahhhhmm', 'ah', 'aduh', 'ya', 'deh', 'intinya']"
mirip ari lesmana😂,mirip ari lesmana😂,mirip ari lesmana,mirip ari lesmana,"['mirip', 'ari', 'lesmana']","['ari', 'lesmana']"
Sok sok an nangkep bjorka. Fufufafa dulu aja deh 😅,sok sok an nangkep bjorka. fufufafa dulu aja deh 😅,sok sok an nangkep bjorka fufufafa dulu aja deh,sok sok an nangkep bjorka fufufafa dulu saja deh,"['sok', 'sok', 'an', 'nangkep', 'bjorka', 'fufufafa', 'dulu', 'saja', 'deh']","['sok', 'sok', 'an', 'nangkep', 'bjorka', 'fufufafa', 'deh']"
"""Tidak ada prestasi"" wkwkwkkwkw bener lagi 😂😂😂","""tidak ada prestasi"" wkwkwkkwkw bener lagi 😂😂😂",tidak ada prestasi wkwkwkkwkw bener lagi,tidak ada prestasi wkwkwkkwkw benar lagi,"['tidak', 'ada', 'prestasi', 'wkwkwkkwkw', 'benar', 'lagi']","['prestasi', 'wkwkwkkwkw']"
😂 jngan terllu di buka semua bang,😂 jngan terllu di buka semua bang,jngan terllu di buka semua bang,jangan terllu di buka semua bang,"['jangan', 'terllu', 'di', 'buka', 'semua', 'bang']","['terllu', 'buka', 'bang']"
Yang ketangkep Bjorka atau Bjiirr sih 😂,yang ketangkep bjorka atau bjiirr sih 😂,yang ketangkep bjorka atau bjiirr sih,yang ketangkep bjorka atau bjiirr sih,"['yang', 'ketangkep', 'bjorka', 'atau', 'bjiirr', 'sih']","['ketangkep', 'bjorka', 'bjiirr', 'sih']"
maklum polisi india😂😂😂,maklum polisi india😂😂😂,maklum polisi india,maklum polisi india,"['maklum', 'polisi', 'india']","['maklum', 'polisi', 'india']"
"masa om Dedi gak tau whatsapp GB...om ded pembahasannya ini sih msh di ranah permukaan, hacker asli mah nyengir doang nonton nya.","masa om dedi gak tau whatsapp gb...om ded pembahasannya ini sih msh di ranah permukaan, hacker asli mah nyengir doang nonton nya.",masa om dedi gak tau whatsapp gbom ded pembahasannya ini sih msh di ranah permukaan hacker asli mah nyengir doang nonton nya,masa om dedi enggak tau whatsapp gbom ded pembahasannya ini sih masih di ranah permukaan hacker asli mah menyengir doang menonton nya,"['masa', 'om', 'dedi', 'enggak', 'tau', 'whatsapp', 'gbom', 'ded', 'pembahasannya', 'ini', 'sih', 'masih', 'di', 'ranah', 'permukaan', 'hacker', 'asli', 'mah', 'menyengir', 'doang', 'menonton', 'nya']","['om', 'dedi', 'tau', 'whatsapp', 'gbom', 'ded', 'pembahasannya', 'sih', 'ranah', 'permukaan', 'hacker', 'asli', 'mah', 'menyengir', 'doang', 'menonton', 'nya']"
"solisi di ayam""in bjorka 😂😂","solisi di ayam""in bjorka 😂😂",solisi di ayamin bjorka,solisi di ayamin bjorka,"['solisi', 'di', 'ayamin', 'bjorka']","['solisi', 'ayamin', 'bjorka']"
Menurut GW tidak ada PROGRAM yang sempurna di Dunia ini. Karena semua PROGRAM yang ada sekarang itu Buatan MANUSIA bukan Buatan Tuhan,menurut gw tidak ada program yang sempurna di dunia ini. karena semua program yang ada sekarang itu buatan manusia bukan buatan tuhan,menurut gw tidak ada program yang sempurna di dunia ini karena semua program yang ada sekarang itu buatan manusia bukan buatan tuhan,menurut gue tidak ada program yang sempurna di dunia ini karena semua program yang ada sekarang itu buatan manusia bukan buatan tuhan,"['menurut', 'gue', 'tidak', 'ada', 'program', 'yang', 'sempurna', 'di', 'dunia', 'ini', 'karena', 'semua', 'program', 'yang', 'ada', 'sekarang', 'itu', 'buatan', 'manusia', 'bukan', 'buatan', 'tuhan']","['gue', 'program', 'sempurna', 'dunia', 'program', 'buatan', 'manusia', 'buatan', 'tuhan']"
Klo d film2 bjorka itu wujudnya biasanya berkebutuhan khusus pke kursi roda,klo d film2 bjorka itu wujudnya biasanya berkebutuhan khusus pke kursi roda,klo d film bjorka itu wujudnya biasanya berkebutuhan khusus pke kursi roda,kalo di film bjorka itu wujudnya biasanya berkebutuhan khusus pakai kursi roda,"['kalo', 'di', 'film', 'bjorka', 'itu', 'wujudnya', 'biasanya', 'berkebutuhan', 'khusus', 'pakai', 'kursi', 'roda']","['kalo', 'film', 'bjorka', 'wujudnya', 'berkebutuhan', 'khusus', 'pakai', 'kursi', 'roda']"
"pernah kena . dan kebetulan track ketauan orang Jambi, dan dia beli barang2 ga jelas dari luar negri. bener itu.","pernah kena . dan kebetulan track ketauan orang jambi, dan dia beli barang2 ga jelas dari luar negri. bener itu.",pernah kena dan kebetulan track ketauan orang jambi dan dia beli barang ga jelas dari luar negri bener itu,pernah kena dan kebetulan track ketahuan orang jambi dan dia beli barang enggak jelas dari luar negeri benar itu,"['pernah', 'kena', 'dan', 'kebetulan', 'track', 'ketahuan', 'orang', 'jambi', 'dan', 'dia', 'beli', 'barang', 'enggak', 'jelas', 'dari', 'luar', 'negeri', 'benar', 'itu']","['kena', 'track', 'ketahuan', 'orang', 'jambi', 'beli', 'barang', 'negeri']"
volume up 17:50 wkwk,volume up 17:50 wkwk,volume up wkwk,volume up wkwk,"['volume', 'up', 'wkwk']","['volume', 'up', 'wkwk']"
Kami sebagai polisi indonesia mohon maaf atas ketledoran kami,kami sebagai polisi indonesia mohon maaf atas ketledoran kami,kami sebagai polisi indonesia mohon maaf atas ketledoran kami,kami sebagai polisi indonesia mohon maaf atas ketledoran kami,"['kami', 'sebagai', 'polisi', 'indonesia', 'mohon', 'maaf', 'atas', 'ketledoran', 'kami']","['polisi', 'indonesia', 'mohon', 'maaf', 'ketledoran']"
Bjorka ❎ Bjirka✅,bjorka ❎ bjirka✅,bjorka bjirka,bjorka bjirka,"['bjorka', 'bjirka']","['bjorka', 'bjirka']"
Ngimpinya terlalu tinggi bisa nangkep hacker laler ijo indo mah😂😂,ngimpinya terlalu tinggi bisa nangkep hacker laler ijo indo mah😂😂,ngimpinya terlalu tinggi bisa nangkep hacker laler ijo indo mah,ngimpinya terlalu tinggi bisa nangkep hacker laler ijo indonesia mah,"['ngimpinya', 'terlalu', 'tinggi', 'bisa', 'nangkep', 'hacker', 'laler', 'ijo', 'indonesia', 'mah']","['ngimpinya', 'nangkep', 'hacker', 'laler', 'ijo', 'indonesia', 'mah']"
white hacker itu apaan om?,white hacker itu apaan om?,white hacker itu apaan om,white hacker itu apaan om,"['white', 'hacker', 'itu', 'apaan', 'om']","['white', 'hacker', 'om']"
Om ded coba bahas juga kartu kredit yg isinya bisa hilang itu di scan dari jauh,om ded coba bahas juga kartu kredit yg isinya bisa hilang itu di scan dari jauh,om ded coba bahas juga kartu kredit yg isinya bisa hilang itu di scan dari jauh,om ded coba bahas juga kartu kredit yang isinya bisa hilang itu di scan dari jauh,"['om', 'ded', 'coba', 'bahas', 'juga', 'kartu', 'kredit', 'yang', 'isinya', 'bisa', 'hilang', 'itu', 'di', 'scan', 'dari', 'jauh']","['om', 'ded', 'coba', 'bahas', 'kartu', 'kredit', 'isinya', 'hilang', 'scan']"
jadi inget pak onno purbo,jadi inget pak onno purbo,jadi inget pak onno purbo,jadi ingat pak onno purbo,"['jadi', 'ingat', 'pak', 'onno', 'purbo']","['onno', 'purbo']"
Wkwkwk saking gedeg nya sama polisi sampe bilang ga ada prestasi,wkwkwk saking gedeg nya sama polisi sampe bilang ga ada prestasi,wkwkwk saking gedeg nya sama polisi sampe bilang ga ada prestasi,wkwkwk saking gedek nya sama polisi sampai bilang enggak ada prestasi,"['wkwkwk', 'saking', 'gedek', 'nya', 'sama', 'polisi', 'sampai', 'bilang', 'enggak', 'ada', 'prestasi']","['wkwkwk', 'saking', 'gedek', 'nya', 'polisi', 'bilang', 'prestasi']"
Saya yakin yg ditangkap kemarin bukan biorcalah.. Ayo biorca tampil  di sosmed biar ladusing pusing 7 keliling. Dan biorca ngk bakalan merugikan orang kecil karna biorca  adalah orang baik.... Suatu saat pasti biorca bakal bikin gempar...,saya yakin yg ditangkap kemarin bukan biorcalah.. ayo biorca tampil  di sosmed biar ladusing pusing 7 keliling. dan biorca ngk bakalan merugikan orang kecil karna biorca  adalah orang baik.... suatu saat pasti biorca bakal bikin gempar...,saya yakin yg ditangkap kemarin bukan biorcalah ayo biorca tampil di sosmed biar ladusing pusing keliling dan biorca ngk bakalan merugikan orang kecil karna biorca adalah orang baik suatu saat pasti biorca bakal bikin gempar,saya yakin yang ditangkap kemarin bukan biorcalah ayo biorca tampil di sosmed biar ladusing pusing keliling dan biorca enggak bakalan merugikan orang kecil karena biorca adalah orang baik suatu saat pasti biorca bakal bikin gempar,"['saya', 'yakin', 'yang', 'ditangkap', 'kemarin', 'bukan', 'biorcalah', 'ayo', 'biorca', 'tampil', 'di', 'sosmed', 'biar', 'ladusing', 'pusing', 'keliling', 'dan', 'biorca', 'enggak', 'bakalan', 'merugikan', 'orang', 'kecil', 'karena', 'biorca', 'adalah', 'orang', 'baik', 'suatu', 'saat', 'pasti', 'biorca', 'bakal', 'bikin', 'gempar']","['ditangkap', 'kemarin', 'biorcalah', 'ayo', 'biorca', 'tampil', 'sosmed', 'biar', 'ladusing', 'pusing', 'keliling', 'biorca', 'merugikan', 'orang', 'biorca', 'orang', 'biorca', 'bikin', 'gempar']"
"Dengar polisi, cb ambil orang swasta yg benar pandai dalam bidang nya. Jujur aja klau blm mampu , belajar jgn malu","dengar polisi, cb ambil orang swasta yg benar pandai dalam bidang nya. jujur aja klau blm mampu , belajar jgn malu",dengar polisi cb ambil orang swasta yg benar pandai dalam bidang nya jujur aja klau blm mampu belajar jgn malu,dengar polisi coba ambil orang swasta yang benar pandai dalam bidang nya jujur saja kalau belum mampu belajar jangan malu,"['dengar', 'polisi', 'coba', 'ambil', 'orang', 'swasta', 'yang', 'benar', 'pandai', 'dalam', 'bidang', 'nya', 'jujur', 'saja', 'kalau', 'belum', 'mampu', 'belajar', 'jangan', 'malu']","['dengar', 'polisi', 'coba', 'ambil', 'orang', 'swasta', 'pandai', 'bidang', 'nya', 'jujur', 'belajar', 'malu']"
"polisi cm cari proyek aja... masa nangkep itu butuh 6 bulan dan hasilnya cm Bjorka abal².... ngakak aja kemampuan polisi kt sperti itu.
gmn bs nyelesaikan ijasah palsu kl yg sperti ini aja memble","polisi cm cari proyek aja... masa nangkep itu butuh 6 bulan dan hasilnya cm bjorka abal².... ngakak aja kemampuan polisi kt sperti itu.
gmn bs nyelesaikan ijasah palsu kl yg sperti ini aja memble",polisi cm cari proyek aja masa nangkep itu butuh bulan dan hasilnya cm bjorka abal ngakak aja kemampuan polisi kt sperti itu gmn bs nyelesaikan ijasah palsu kl yg sperti ini aja memble,polisi cuma cari proyek saja masa nangkep itu butuh bulan dan hasilnya cuma bjorka abal mengakak saja kemampuan polisi kita seperti itu bagaimana bisa nyelesaikan ijasah palsu kalo yang seperti ini saja memble,"['polisi', 'cuma', 'cari', 'proyek', 'saja', 'masa', 'nangkep', 'itu', 'butuh', 'bulan', 'dan', 'hasilnya', 'cuma', 'bjorka', 'abal', 'mengakak', 'saja', 'kemampuan', 'polisi', 'kita', 'seperti', 'itu', 'bagaimana', 'bisa', 'nyelesaikan', 'ijasah', 'palsu', 'kalo', 'yang', 'seperti', 'ini', 'saja', 'memble']","['polisi', 'cari', 'proyek', 'nangkep', 'butuh', 'hasilnya', 'bjorka', 'abal', 'mengakak', 'kemampuan', 'polisi', 'nyelesaikan', 'ijasah', 'palsu', 'kalo', 'memble']"
"Nangke Bjorka tidak mungkin sesimpel itu.
Yg ditangkep itu mungkin hanya orang biasa yg pengen pansos ajah.","nangke bjorka tidak mungkin sesimpel itu.
yg ditangkep itu mungkin hanya orang biasa yg pengen pansos ajah.",nangke bjorka tidak mungkin sesimpel itu yg ditangkep itu mungkin hanya orang biasa yg pengen pansos ajah,nangke bjorka tidak mungkin sesimpel itu yang ditangkep itu mungkin hanya orang biasa yang pengin pansos saja,"['nangke', 'bjorka', 'tidak', 'mungkin', 'sesimpel', 'itu', 'yang', 'ditangkep', 'itu', 'mungkin', 'hanya', 'orang', 'biasa', 'yang', 'pengin', 'pansos', 'saja']","['nangke', 'bjorka', 'sesimpel', 'ditangkep', 'orang', 'pengin', 'pansos']"
Polisi nangkep bjorka? Lebih percaya orang lumpuh bisa ikut lomba lari...,polisi nangkep bjorka? lebih percaya orang lumpuh bisa ikut lomba lari...,polisi nangkep bjorka lebih percaya orang lumpuh bisa ikut lomba lari,polisi nangkep bjorka lebih percaya orang lumpuh bisa ikut lomba lari,"['polisi', 'nangkep', 'bjorka', 'lebih', 'percaya', 'orang', 'lumpuh', 'bisa', 'ikut', 'lomba', 'lari']","['polisi', 'nangkep', 'bjorka', 'percaya', 'orang', 'lumpuh', 'lomba', 'lari']"
"Suaranya kayak pernah dengar, yg diundang di atas 12 GK sih?","suaranya kayak pernah dengar, yg diundang di atas 12 gk sih?",suaranya kayak pernah dengar yg diundang di atas gk sih,suaranya kayak pernah dengar yang diundang di atas enggak sih,"['suaranya', 'kayak', 'pernah', 'dengar', 'yang', 'diundang', 'di', 'atas', 'enggak', 'sih']","['suaranya', 'kayak', 'dengar', 'diundang', 'sih']"
"POLKISI GA GUNA
Cuma BERGUNA BUAT BANDAR JUDOL DOANG","polkisi ga guna
cuma berguna buat bandar judol doang",polkisi ga guna cuma berguna buat bandar judol doang,polkisi enggak guna cuma berguna buat bandar judol doang,"['polkisi', 'enggak', 'guna', 'cuma', 'berguna', 'buat', 'bandar', 'judol', 'doang']","['polkisi', 'berguna', 'bandar', 'judol', 'doang']"
setolol itukan kepolisian dinegara ini?,setolol itukan kepolisian dinegara ini?,setolol itukan kepolisian dinegara ini,setolol itukan kepolisian dinegara ini,"['setolol', 'itukan', 'kepolisian', 'dinegara', 'ini']","['setolol', 'itukan', 'kepolisian', 'dinegara']"
Tebak berapa kali si bro mengucapkan se simple…. 😝,tebak berapa kali si bro mengucapkan se simple…. 😝,tebak berapa kali si bro mengucapkan se simple,tebak berapa kali sih bro mengucapkan se simple,"['tebak', 'berapa', 'kali', 'sih', 'bro', 'mengucapkan', 'se', 'simple']","['tebak', 'kali', 'sih', 'bro', 'simple']"
sapa bilang itu bjorka ygcdi tangkap,sapa bilang itu bjorka ygcdi tangkap,sapa bilang itu bjorka ygcdi tangkap,sapa bilang itu bjorka ygcdi tangkap,"['sapa', 'bilang', 'itu', 'bjorka', 'ygcdi', 'tangkap']","['sapa', 'bilang', 'bjorka', 'ygcdi', 'tangkap']"
Gak sekalian aja tangkap kang cilok,gak sekalian aja tangkap kang cilok,gak sekalian aja tangkap kang cilok,enggak sekalian saja tangkap kang cilok,"['enggak', 'sekalian', 'saja', 'tangkap', 'kang', 'cilok']","['tangkap', 'kang', 'cilok']"
bjorka dan hacker2 lainnya gk bkalan bsa di tangkep... mereka lebih jago dri pmerintah,bjorka dan hacker2 lainnya gk bkalan bsa di tangkep... mereka lebih jago dri pmerintah,bjorka dan hacker lainnya gk bkalan bsa di tangkep mereka lebih jago dri pmerintah,bjorka dan hacker lainnya enggak bkalan bisa di tangkap mereka lebih jago dari pmerintah,"['bjorka', 'dan', 'hacker', 'lainnya', 'enggak', 'bkalan', 'bisa', 'di', 'tangkap', 'mereka', 'lebih', 'jago', 'dari', 'pmerintah']","['bjorka', 'hacker', 'bkalan', 'tangkap', 'jago', 'pmerintah']"
